Unnamed: 0,code,date,wind_direction,windy,visibility,octa,firstcloudtop,temp,dewpoint_temp,humi,sealevelpressure,airpressure,prep,SO2,CO,O3,NO2,PM10,PM25,year,month,day,hour
66,113,2016-01-03 18:00,350,3,1300,6,3,4.9,2.6,85,1019.2,1018.4,,0.005,1.2,0.02,0.040999999999999995,102.0,63.0,2016,1,3,18
67,113,2016-01-03 19:00,10,2,1200,6,3,3.9,2.0,87,1019.4,1018.6,,0.005,1.2,0.035,0.027000000000000003,96.0,64.0,2016,1,3,19
68,113,2016-01-03 20:00,310,2,1600,6,6,5.1,3.0,86,1019.7,1018.9,,0.005,1.2,0.027000000000000003,0.033,97.0,67.0,2016,1,3,20
71,113,2016-01-03 23:00,310,6,1800,6,6,4.6,1.9,83,1020.6,1019.8,,0.005,1.2,0.038,0.026000000000000002,132.0,66.0,2016,1,3,23
72,113,2016-01-04 0:00,330,3,1800,6,6,3.0,0.2,82,1020.3,1019.5,,0.006,1.2,0.045,0.019,141.0,82.0,2016,1,4,0
73,113,2016-01-04 1:00,260,4,2000,6,6,4.3,1.1,80,1020.4,1019.6,,0.006,1.3,0.027999999999999997,0.036000000000000004,165.0,105.0,2016,1,4,1
74,113,2016-01-04 2:00,300,5,1800,6,6,4.1,1.3,82,1020.9,1020.1,,0.006,1.2,0.043,0.021,162.0,100.0,2016,1,4,2
75,113,2016-01-04 3:00,330,11,1800,6,6,4.6,1.4,80,1021.2,1020.4,,0.006,1.2,0.043,0.013999999999999999,145.0,97.0,2016,1,4,3
76,113,2016-01-04 4:00,310,9,2000,6,6,4.4,0.1,74,1021.5,1020.7,,0.006999999999999999,1.2,0.040999999999999995,0.013999999999999999,133.0,89.0,2016,1,4,4
77,113,2016-01-04 5:00,320,9,2400,6,6,3.0,-0.9,76,1021.9,1021.1,,0.006,1.3,0.035,0.013999999999999999,131.0,91.0,2016,1,4,5
78,113,2016-01-04 6:00,350,8,1500,4,4,1.4,-1.1,83,1022.8,1021.9,,0.006,1.3,0.032,0.015,129.0,82.0,2016,1,4,6
79,113,2016-01-04 7:00,330,9,2500,2,2,1.2,-1.6,82,1023.6,1022.7,,0.006,1.2,0.034,0.015,99.0,75.0,2016,1,4,7
80,113,2016-01-04 8:00,320,7,4500,3,1,1.3,-2.5,76,1024.2,1023.3,,0.006,1.1,0.031,0.017,104.0,61.0,2016,1,4,8
380,113,2016-01-16 20:00,60,5,3500,3,3,0.2,-3.5,76,1023.0,1022.1,,0.006,1.1,0.002,0.065,107.0,49.0,2016,1,16,20
385,113,2016-01-17 1:00,60,5,2900,5,2,-0.7,-3.7,80,1021.8,1020.9,,0.006,1.2,0.002,0.055999999999999994,97.0,65.0,2016,1,17,1
404,113,2016-01-17 20:00,300,6,4500,3,3,0.9,-4.5,67,1014.6,1013.8,,0.005,0.9,0.01,0.037000000000000005,97.0,53.0,2016,1,17,20
409,113,2016-01-18 1:00,320,11,3200,8,5,1.5,-1.6,80,1012.3,1011.5,,0.006,1.2,0.022000000000000002,0.013999999999999999,105.0,61.0,2016,1,18,1
603,113,2016-01-26 3:00,140,7,10000,7,2,-4.6,-7.6,80,1028.8,1027.9,0.0,0.006999999999999999,0.9,0.009000000000000001,0.039,97.0,34.0,2016,1,26,3
800,113,2016-02-03 8:00,130,6,10000,4,4,-4.7,-8.5,75,1029.2,1028.3,,0.016,1.1,0.004,0.07200000000000001,96.0,66.0,2016,2,3,8
926,113,2016-02-08 14:00,250,16,8000,8,5,6.1,-2.0,56,1014.1,1013.3,,0.008,0.7,0.051,0.013999999999999999,104.0,50.0,2016,2,8,14
927,113,2016-02-08 15:00,260,14,6000,8,4,6.2,-2.4,54,1013.7,1012.9,,0.008,0.8,0.05,0.015,108.0,54.0,2016,2,8,15
928,113,2016-02-08 16:00,240,10,6000,8,4,5.9,-2.1,56,1013.4,1012.6,,0.008,0.8,0.047,0.021,114.0,53.0,2016,2,8,16
929,113,2016-02-08 17:00,210,9,6000,7,3,5.6,-1.5,60,1012.7,1011.9,,0.006999999999999999,0.8,0.045,0.027999999999999997,129.0,57.0,2016,2,8,17
930,113,2016-02-08 18:00,220,10,6000,7,2,5.1,-2.5,58,1012.2,1011.4,,0.008,0.8,0.042,0.033,105.0,52.0,2016,2,8,18
931,113,2016-02-08 19:00,220,11,6000,5,2,4.9,-3.1,56,1011.6,1010.8,,0.008,0.8,0.040999999999999995,0.033,103.0,56.0,2016,2,8,19
932,113,2016-02-08 20:00,240,17,7000,3,3,4.6,-1.5,65,1011.8,1011.0,,0.006999999999999999,0.7,0.049,0.018000000000000002,106.0,42.0,2016,2,8,20
933,113,2016-02-08 21:00,280,18,7000,3,3,3.8,-1.7,67,1012.2,1011.4,,0.006999999999999999,1.0,0.043,0.02,131.0,54.0,2016,2,8,21
934,113,2016-02-08 22:00,290,15,4000,5,5,2.8,-2.0,71,1013.0,1012.2,,0.006999999999999999,1.2,0.040999999999999995,0.017,187.0,92.0,2016,2,8,22
935,113,2016-02-08 23:00,330,18,4500,5,5,1.0,-3.7,71,1014.5,1013.7,,0.006999999999999999,0.7,0.035,0.011000000000000001,152.0,71.0,2016,2,8,23
1177,113,2016-02-19 1:00,280,11,6000,2,2,2.7,-0.8,78,1023.2,1022.4,,0.005,1.2,0.018000000000000002,0.027999999999999997,100.0,44.0,2016,2,19,1
1178,113,2016-02-19 2:00,280,10,5000,0,10,2.0,-0.7,82,1024.3,1023.4,,0.005,1.1,0.02,0.023,106.0,37.0,2016,2,19,2
1181,113,2016-02-19 5:00,250,2,6000,1,1,0.2,-2.5,82,1025.4,1024.5,,0.005,0.9,0.015,0.03,107.0,39.0,2016,2,19,5
1513,113,2016-03-04 1:00,70,3,4500,7,5,7.8,3.2,73,1023.5,1022.7,,0.006,1.0,0.002,0.067,97.0,61.0,2016,3,4,1
1520,113,2016-03-04 8:00,70,5,3500,5,4,5.8,1.5,74,1024.0,1023.2,,0.006,1.2,0.005,0.057999999999999996,100.0,62.0,2016,3,4,8
1523,113,2016-03-04 11:00,130,9,5000,1,1,13.7,1.8,44,1024.5,1023.7,,0.006,0.9,0.015,0.068,100.0,47.0,2016,3,4,11
1565,113,2016-03-06 5:00,340,5,10000,5,2,4.3,1.6,83,1018.9,1018.1,,0.005,1.0,0.031,0.012,104.0,27.0,2016,3,6,5
1566,113,2016-03-06 6:00,320,8,10000,5,2,3.6,0.8,82,1019.3,1018.5,,0.005,0.9,0.028999999999999998,0.013000000000000001,128.0,31.0,2016,3,6,6
1567,113,2016-03-06 7:00,320,7,10000,5,2,3.4,0.9,84,1019.5,1018.7,,0.005,0.9,0.027999999999999997,0.013000000000000001,251.0,32.0,2016,3,6,7
1568,113,2016-03-06 8:00,350,3,8000,5,2,3.5,-0.3,76,1020.4,1019.6,,0.005,1.1,0.023,0.018000000000000002,361.0,37.0,2016,3,6,8
1569,113,2016-03-06 9:00,320,8,7000,3,3,4.6,0.0,72,1020.9,1020.1,,0.005,0.7,0.028999999999999998,0.012,332.0,32.0,2016,3,6,9
1570,113,2016-03-06 10:00,350,5,9000,5,5,6.6,-0.3,61,1021.2,1020.4,,0.005,1.0,0.032,0.013000000000000001,207.0,34.0,2016,3,6,10
1571,113,2016-03-06 11:00,330,8,9000,3,3,7.6,-0.1,58,1021.7,1020.9,,0.005,0.8,0.034,0.012,171.0,23.0,2016,3,6,11
1572,113,2016-03-06 12:00,320,7,10000,1,1,8.3,-0.8,53,1021.7,1020.9,,0.005,0.8,0.036000000000000004,0.012,190.0,34.0,2016,3,6,12
1573,113,2016-03-06 13:00,310,5,10000,0,10,9.5,-2.3,44,1021.1,1020.3,,0.005,1.0,0.039,0.01,138.0,28.0,2016,3,6,13
1574,113,2016-03-06 14:00,300,6,10000,0,10,9.4,-3.2,41,1020.4,1019.6,,0.005,0.9,0.039,0.011000000000000001,148.0,29.0,2016,3,6,14
1575,113,2016-03-06 15:00,300,9,10000,0,10,9.6,-3.8,39,1019.7,1018.9,,0.005,0.7,0.037000000000000005,0.015,162.0,29.0,2016,3,6,15
1576,113,2016-03-06 16:00,280,11,10000,0,10,8.8,-3.7,41,1020.2,1019.4,,0.005,0.8,0.036000000000000004,0.017,176.0,28.0,2016,3,6,16
1577,113,2016-03-06 17:00,290,10,10000,0,10,8.6,-3.6,42,1020.5,1019.7,,0.005,0.7,0.037000000000000005,0.016,164.0,25.0,2016,3,6,17
1578,113,2016-03-06 18:00,300,6,10000,0,10,6.2,-4.1,48,1020.6,1019.8,,0.005,0.6,0.03,0.023,167.0,24.0,2016,3,6,18
1579,113,2016-03-06 19:00,330,6,10000,0,10,4.3,-0.7,70,1020.7,1019.9,,0.005,0.6,0.034,0.018000000000000002,146.0,22.0,2016,3,6,19
1580,113,2016-03-06 20:00,320,6,10000,0,10,5.1,-4.5,50,1020.8,1020.0,,0.005,0.6,0.035,0.013999999999999999,152.0,24.0,2016,3,6,20
1581,113,2016-03-06 21:00,310,3,10000,0,10,3.5,-2.9,63,1020.4,1019.6,,0.005,0.6,0.031,0.018000000000000002,130.0,13.0,2016,3,6,21
1582,113,2016-03-06 22:00,60,3,10000,0,10,4.8,-4.2,52,1020.5,1019.7,,0.005,0.6,0.024,0.025,134.0,28.0,2016,3,6,22
1583,113,2016-03-06 23:00,70,3,10000,2,2,4.9,-4.5,51,1020.5,1019.7,,0.005,0.6,0.027000000000000003,0.022000000000000002,150.0,21.0,2016,3,6,23
1584,113,2016-03-07 0:00,60,4,10000,0,10,4.8,-4.0,53,1020.1,1019.3,,0.005,0.6,0.03,0.016,154.0,26.0,2016,3,7,0
1585,113,2016-03-07 1:00,80,4,8000,0,10,3.3,-3.5,61,1019.6,1018.8,,0.005,0.6,0.03,0.013999999999999999,147.0,25.0,2016,3,7,1
1586,113,2016-03-07 2:00,70,5,10000,2,2,4.2,-3.9,56,1019.3,1018.5,,0.005,0.6,0.027999999999999997,0.015,164.0,35.0,2016,3,7,2
1587,113,2016-03-07 3:00,50,7,10000,2,2,4.5,-4.8,51,1019.2,1018.4,,0.005,0.6,0.03,0.012,136.0,30.0,2016,3,7,3
1588,113,2016-03-07 4:00,80,6,10000,5,3,5.5,-6.1,43,1018.7,1017.9,,0.005,0.6,0.033,0.01,150.0,26.0,2016,3,7,4
1589,113,2016-03-07 5:00,60,10,10000,5,3,4.7,-4.9,50,1017.8,1017.0,,0.005,0.6,0.028999999999999998,0.012,144.0,28.0,2016,3,7,5
1590,113,2016-03-07 6:00,60,10,10000,5,3,4.9,-5.7,46,1017.8,1017.0,,0.005,0.6,0.03,0.01,132.0,23.0,2016,3,7,6
1591,113,2016-03-07 7:00,50,10,10000,6,4,5.0,-5.4,47,1018.3,1017.5,,0.005,0.6,0.027999999999999997,0.013999999999999999,148.0,29.0,2016,3,7,7
1592,113,2016-03-07 8:00,50,11,10000,7,5,5.2,-5.3,47,1018.5,1017.7,,0.005,0.7,0.015,0.031,145.0,28.0,2016,3,7,8
1593,113,2016-03-07 9:00,50,7,10000,7,5,5.9,-4.9,46,1019.1,1018.3,,0.006,0.7,0.009000000000000001,0.045,131.0,27.0,2016,3,7,9
1594,113,2016-03-07 10:00,60,6,10000,7,5,8.1,-6.1,36,1018.0,1017.2,0.0,0.006,0.8,0.006,0.052000000000000005,125.0,32.0,2016,3,7,10
1595,113,2016-03-07 11:00,60,7,10000,7,5,9.5,-5.9,33,1018.2,1017.4,,0.006,0.9,0.006,0.054000000000000006,169.0,43.0,2016,3,7,11
1596,113,2016-03-07 12:00,40,4,10000,8,1,8.4,-4.8,39,1018.4,1017.6,0.0,0.005,0.8,0.013000000000000001,0.04,157.0,39.0,2016,3,7,12
1597,113,2016-03-07 13:00,310,4,10000,8,4,9.0,-3.6,41,1018.2,1017.4,0.0,0.005,0.7,0.017,0.036000000000000004,119.0,25.0,2016,3,7,13
1598,113,2016-03-07 14:00,330,2,10000,7,4,10.0,-5.3,34,1017.3,1016.5,,0.005,0.9,0.013999999999999999,0.042,112.0,25.0,2016,3,7,14
1599,113,2016-03-07 15:00,320,3,10000,7,4,10.4,-7.7,27,1016.7,1015.9,,0.005,0.9,0.013000000000000001,0.044000000000000004,122.0,28.0,2016,3,7,15
1600,113,2016-03-07 16:00,310,5,10000,6,2,9.2,-4.1,39,1017.1,1016.3,,0.005,0.8,0.017,0.039,118.0,25.0,2016,3,7,16
1601,113,2016-03-07 17:00,320,5,10000,5,1,9.2,-5.0,36,1017.1,1016.3,,0.005,0.9,0.018000000000000002,0.036000000000000004,111.0,27.0,2016,3,7,17
1602,113,2016-03-07 18:00,290,3,10000,6,3,8.0,-2.1,49,1017.5,1016.7,,0.005,0.6,0.02,0.037000000000000005,117.0,30.0,2016,3,7,18
1603,113,2016-03-07 19:00,300,5,10000,6,6,6.8,-2.6,51,1018.3,1017.5,,0.005,0.6,0.027000000000000003,0.026000000000000002,129.0,21.0,2016,3,7,19
1604,113,2016-03-07 20:00,290,6,10000,6,6,6.6,-0.5,60,1018.6,1017.8,,0.005,0.7,0.028999999999999998,0.018000000000000002,127.0,22.0,2016,3,7,20
1605,113,2016-03-07 21:00,330,5,10000,7,7,6.6,-2.9,51,1019.0,1018.2,,0.005,0.7,0.03,0.017,117.0,33.0,2016,3,7,21
1606,113,2016-03-07 22:00,320,2,10000,7,2,5.1,-1.0,65,1019.4,1018.6,,0.005,0.7,0.022000000000000002,0.025,127.0,25.0,2016,3,7,22
1607,113,2016-03-07 23:00,310,4,10000,6,2,5.4,-0.6,65,1019.9,1019.1,,0.005,0.7,0.032,0.013000000000000001,128.0,27.0,2016,3,7,23
1608,113,2016-03-08 0:00,330,7,10000,6,2,4.7,-0.8,68,1020.6,1019.8,,0.005,0.7,0.042,0.006999999999999999,124.0,20.0,2016,3,8,0
1609,113,2016-03-08 1:00,350,8,10000,7,2,4.0,-2.6,62,1021.2,1020.4,,0.005,0.7,0.040999999999999995,0.008,173.0,39.0,2016,3,8,1
1610,113,2016-03-08 2:00,330,6,10000,4,2,3.8,-1.5,68,1021.6,1020.8,,0.005,0.7,0.039,0.008,203.0,41.0,2016,3,8,2
1611,113,2016-03-08 3:00,330,7,8000,4,4,2.4,-1.9,73,1021.7,1020.9,,0.005,0.7,0.037000000000000005,0.008,183.0,42.0,2016,3,8,3
1612,113,2016-03-08 4:00,330,8,8000,4,2,2.1,-2.4,72,1021.9,1021.0,,0.005,0.6,0.038,0.006999999999999999,133.0,36.0,2016,3,8,4
1833,113,2016-03-17 9:00,140,5,7000,3,3,6.4,-2.6,53,1023.0,1022.2,,0.012,1.3,0.006999999999999999,0.09,101.0,69.0,2016,3,17,9
1834,113,2016-03-17 10:00,160,5,5000,3,3,7.8,-3.9,43,1022.9,1022.1,,0.01,1.1,0.017,0.081,104.0,65.0,2016,3,17,10
1841,113,2016-03-17 17:00,310,4,9000,6,2,10.7,-4.9,33,1018.9,1018.1,,0.008,1.0,0.026000000000000002,0.075,100.0,33.0,2016,3,17,17
1842,113,2016-03-17 18:00,350,2,10000,6,2,10.9,-2.8,38,1018.5,1017.7,,0.008,1.0,0.012,0.09300000000000001,105.0,36.0,2016,3,17,18
1843,113,2016-03-17 19:00,350,2,10000,6,2,10.0,-1.0,46,1018.2,1017.4,,0.006999999999999999,1.2,0.011000000000000001,0.091,131.0,55.0,2016,3,17,19
1844,113,2016-03-17 20:00,340,2,8000,5,3,9.0,-0.5,51,1018.6,1017.8,,0.006,1.2,0.004,0.094,122.0,43.0,2016,3,17,20
1849,113,2016-03-18 1:00,60,1,6000,7,2,7.4,1.1,64,1016.6,1015.8,,0.006,1.0,0.012,0.054000000000000006,101.0,62.0,2016,3,18,1
1850,113,2016-03-18 2:00,70,5,5000,7,3,7.5,1.3,65,1016.3,1015.5,,0.006999999999999999,1.1,0.002,0.068,101.0,75.0,2016,3,18,2
1852,113,2016-03-18 4:00,60,6,5000,8,5,7.7,1.6,65,1014.6,1013.8,,0.006999999999999999,1.3,0.001,0.071,108.0,86.0,2016,3,18,4
1853,113,2016-03-18 5:00,70,4,4200,8,5,8.1,1.6,64,1014.4,1013.6,,0.008,1.4,0.001,0.081,110.0,76.0,2016,3,18,5
1854,113,2016-03-18 6:00,60,6,4200,7,5,8.0,1.4,63,1014.1,1013.3,,0.006999999999999999,1.6,0.002,0.084,97.0,69.0,2016,3,18,6
