year,month,day,CO,NO2,O3,PM10,PM25,SO2,airpressure,dewpoint_temp,humi,sealevelpressure,temp,date,delay_snow,delay_wind,delay_rain,delay_visibility,delay_cloud,delay_typhoon,delay_fairway,delay_other,cancel_snow,cancel_wind,cancel_rain,cancel_visibility,cancel_cloud,cancel_typhoon,cancel_fairway,cancel_other,delay_sum,cancel_sum,tot
2018,4,8,0.5208333333333331,0.014958333333333336,0.034208333333333354,34.208333333333336,11.75,0.005000000000000002,1014.4666666666666,-4.279166666666668,54.375,1015.2666666666665,4.970833333333334,2018-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,9,0.5916666666666665,0.027208333333333334,0.02516666666666668,42.208333333333336,20.5,0.007000000000000003,1017.3333333333334,-2.3874999999999997,60.666666666666664,1018.1541666666667,6.5625,2018-04-09,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0
2018,4,10,0.6666666666666665,0.031416666666666676,0.029375000000000002,51.208333333333336,17.708333333333332,0.007750000000000003,1010.1041666666669,5.170833333333333,58.375,1010.9041666666667,13.512500000000001,2018-04-10,0.0,41.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,44.0
2018,4,11,0.5458333333333334,0.014041666666666673,0.03700000000000002,70.75,19.291666666666668,0.004541666666666668,1010.4208333333335,2.391666666666667,60.166666666666664,1011.2208333333332,10.691666666666668,2018-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,12,0.4791666666666668,0.018125000000000006,0.030000000000000002,54.708333333333336,13.958333333333334,0.0054166666666666695,1017.4458333333333,-0.7541666666666665,47.875,1018.2458333333334,11.420833333333334,2018-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,13,0.48750000000000004,0.02575000000000001,0.02770833333333334,43.895833333333336,13.125,0.005395833333333336,1021.9458333333333,-5.1375,33.041666666666664,1022.7458333333334,13.6,2018-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,15,0.5624999999999999,0.008166666666666671,0.03566666666666669,63.583333333333336,15.25,0.004000000000000003,1012.1708333333335,3.0083333333333333,65.83333333333333,1012.9708333333333,9.279166666666667,2018-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,17,0.49166666666666675,0.020166666666666676,0.03650000000000001,42.25,22.020833333333332,0.004958333333333335,1019.9458333333333,-0.22916666666666674,50.0,1020.7458333333333,10.6875,2018-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,19,0.5166666666666666,0.022744047619047626,0.04294047619047619,56.5654761904762,23.892857142857142,0.007467261904761907,1017.5333333333332,0.8208333333333333,51.666666666666664,1018.3333333333334,11.195833333333333,2018-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,20,0.5125000000000001,0.019297619047619053,0.06951785714285715,78.35119047619047,17.857142857142858,0.003970238095238097,1019.4291666666668,4.387499999999999,54.041666666666664,1020.2291666666669,14.608333333333329,2018-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,21,0.5833333333333334,0.027166666666666683,0.047541666666666656,58.666666666666664,20.833333333333332,0.004333333333333335,1018.0041666666665,2.3958333333333326,50.5,1018.8041666666664,15.066666666666668,2018-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,26,0.5708333333333332,0.027416666666666683,0.042000000000000016,43.791666666666664,22.5,0.004833333333333335,1013.7874999999998,4.6,58.541666666666664,1014.5875,13.033333333333333,2018-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,27,0.5874999999999998,0.023708333333333345,0.03750000000000001,40.979166666666664,20.125,0.004875000000000002,1013.9416666666665,6.262499999999999,64.875,1014.7416666666668,12.983333333333334,2018-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,28,0.6249999999999999,0.026625000000000013,0.039083333333333345,59.583333333333336,21.125,0.004750000000000002,1016.4625,3.6833333333333336,57.416666666666664,1017.2624999999999,12.729166666666664,2018-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,29,0.6208333333333331,0.027916666666666676,0.050666666666666665,54.625,24.458333333333332,0.0056250000000000015,1013.4416666666666,4.116666666666668,54.791666666666664,1014.2416666666667,13.895833333333334,2018-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,30,0.6749999999999998,0.017083333333333336,0.05358333333333332,63.166666666666664,33.375,0.003708333333333334,1014.0916666666666,11.208333333333334,71.125,1014.8916666666668,16.616666666666667,2018-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,5,0.47500000000000003,0.016458333333333342,0.06041666666666667,46.375,15.375,0.005125000000000002,1014.2416666666668,7.016666666666668,55.083333333333336,1015.0416666666666,16.441666666666666,2018-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,7,0.5791666666666665,0.013708333333333336,0.04358333333333334,44.729166666666664,17.583333333333332,0.0021666666666666674,1006.2041666666665,9.549999999999999,62.041666666666664,1007.0041666666667,17.233333333333334,2018-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,8,0.4166666666666669,0.012375000000000004,0.041750000000000016,38.208333333333336,7.8125,0.0020416666666666678,1012.3083333333333,7.545833333333333,53.708333333333336,1013.1083333333331,17.475000000000005,2018-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,11,0.558333333333333,0.020958333333333332,0.04379166666666667,54.270833333333336,32.291666666666664,0.0030000000000000014,1018.8625000000001,8.854166666666666,78.91666666666667,1019.6624999999999,12.504166666666668,2018-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,12,0.5166666666666667,0.026000000000000006,0.029916666666666678,30.145833333333332,16.4375,0.002625000000000001,1009.8833333333337,10.658333333333331,83.29166666666667,1010.6833333333334,13.495833333333335,2018-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,14,0.6750000000000002,0.026750000000000013,0.03687500000000001,66.25,36.666666666666664,0.004791666666666669,1011.1500000000004,10.966666666666669,76.45833333333333,1011.9499999999999,15.329166666666666,2018-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,15,0.664583333333333,0.024270833333333342,0.04689583333333333,63.604166666666664,30.8125,0.004937500000000002,1009.6041666666669,11.737499999999997,57.0,1010.4041666666666,21.55416666666667,2018-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,23,0.44583333333333347,0.009416666666666669,0.04208333333333334,55.333333333333336,8.270833333333334,0.002166666666666668,1008.4749999999999,9.25,65.95833333333333,1009.275,15.929166666666662,2018-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,24,0.5125,0.01733333333333334,0.044041666666666666,119.20833333333333,20.583333333333332,0.0039583333333333345,1009.1291666666666,7.129166666666666,57.708333333333336,1009.9291666666668,16.366666666666664,2018-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,25,0.4955459770114942,0.020123563218390806,0.05135488505747126,109.33963750985028,23.585215605749482,0.005699712643678162,1008.2958333333335,5.687499999999999,48.875,1009.0958333333334,17.670833333333338,2018-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
